img/00000000.png,mask/00000000.png,binary_mask/00000000.png
img/00000001.png,mask/00000001.png,binary_mask/00000001.png
img/00000002.png,mask/00000002.png,binary_mask/00000002.png
img/00000003.png,mask/00000003.png,binary_mask/00000003.png
img/00000004.png,mask/00000004.png,binary_mask/00000004.png
img/00000005.png,mask/00000005.png,binary_mask/00000005.png
img/00000006.png,mask/00000006.png,binary_mask/00000006.png
img/00000007.png,mask/00000007.png,binary_mask/00000007.png
img/00000008.png,mask/00000008.png,binary_mask/00000008.png
img/00000009.png,mask/00000009.png,binary_mask/00000009.png
img/00000010.png,mask/00000010.png,binary_mask/00000010.png
img/00000011.png,mask/00000011.png,binary_mask/00000011.png
img/00000012.png,mask/00000012.png,binary_mask/00000012.png
img/00000013.png,mask/00000013.png,binary_mask/00000013.png
img/00000014.png,mask/00000014.png,binary_mask/00000014.png
img/00000015.png,mask/00000015.png,binary_mask/00000015.png
img/00000016.png,mask/00000016.png,binary_mask/00000016.png
img/00000017.png,mask/00000017.png,binary_mask/00000017.png
img/00000018.png,mask/00000018.png,binary_mask/00000018.png
img/00000019.png,mask/00000019.png,binary_mask/00000019.png
img/00000020.png,mask/00000020.png,binary_mask/00000020.png
img/00000021.png,mask/00000021.png,binary_mask/00000021.png
img/00000022.png,mask/00000022.png,binary_mask/00000022.png
img/00000023.png,mask/00000023.png,binary_mask/00000023.png
img/00000024.png,mask/00000024.png,binary_mask/00000024.png
img/00000025.png,mask/00000025.png,binary_mask/00000025.png
img/00000026.png,mask/00000026.png,binary_mask/00000026.png
img/00000027.png,mask/00000027.png,binary_mask/00000027.png
img/00000028.png,mask/00000028.png,binary_mask/00000028.png
img/00000029.png,mask/00000029.png,binary_mask/00000029.png
img/00000030.png,mask/00000030.png,binary_mask/00000030.png
img/00000031.png,mask/00000031.png,binary_mask/00000031.png
img/00000032.png,mask/00000032.png,binary_mask/00000032.png
img/00000033.png,mask/00000033.png,binary_mask/00000033.png
img/00000034.png,mask/00000034.png,binary_mask/00000034.png
img/00000035.png,mask/00000035.png,binary_mask/00000035.png
img/00000036.png,mask/00000036.png,binary_mask/00000036.png
img/00000037.png,mask/00000037.png,binary_mask/00000037.png
img/00000038.png,mask/00000038.png,binary_mask/00000038.png
img/00000039.png,mask/00000039.png,binary_mask/00000039.png
img/00000040.png,mask/00000040.png,binary_mask/00000040.png
img/00000041.png,mask/00000041.png,binary_mask/00000041.png
img/00000042.png,mask/00000042.png,binary_mask/00000042.png
img/00000043.png,mask/00000043.png,binary_mask/00000043.png
img/00000044.png,mask/00000044.png,binary_mask/00000044.png
img/00000045.png,mask/00000045.png,binary_mask/00000045.png
img/00000046.png,mask/00000046.png,binary_mask/00000046.png
img/00000047.png,mask/00000047.png,binary_mask/00000047.png
img/00000048.png,mask/00000048.png,binary_mask/00000048.png
img/00000049.png,mask/00000049.png,binary_mask/00000049.png
img/00000050.png,mask/00000050.png,binary_mask/00000050.png
img/00000051.png,mask/00000051.png,binary_mask/00000051.png
img/00000052.png,mask/00000052.png,binary_mask/00000052.png
img/00000053.png,mask/00000053.png,binary_mask/00000053.png
img/00000054.png,mask/00000054.png,binary_mask/00000054.png
img/00000055.png,mask/00000055.png,binary_mask/00000055.png
img/00000056.png,mask/00000056.png,binary_mask/00000056.png
img/00000057.png,mask/00000057.png,binary_mask/00000057.png
img/00000058.png,mask/00000058.png,binary_mask/00000058.png
img/00000059.png,mask/00000059.png,binary_mask/00000059.png
img/00000060.png,mask/00000060.png,binary_mask/00000060.png
img/00000061.png,mask/00000061.png,binary_mask/00000061.png
img/00000062.png,mask/00000062.png,binary_mask/00000062.png
img/00000063.png,mask/00000063.png,binary_mask/00000063.png
img/00000064.png,mask/00000064.png,binary_mask/00000064.png
img/00000065.png,mask/00000065.png,binary_mask/00000065.png
img/00000066.png,mask/00000066.png,binary_mask/00000066.png
img/00000067.png,mask/00000067.png,binary_mask/00000067.png
img/00000068.png,mask/00000068.png,binary_mask/00000068.png
img/00000069.png,mask/00000069.png,binary_mask/00000069.png
img/00000070.png,mask/00000070.png,binary_mask/00000070.png
img/00000071.png,mask/00000071.png,binary_mask/00000071.png
img/00000072.png,mask/00000072.png,binary_mask/00000072.png
img/00000073.png,mask/00000073.png,binary_mask/00000073.png
img/00000074.png,mask/00000074.png,binary_mask/00000074.png
img/00000075.png,mask/00000075.png,binary_mask/00000075.png
img/00000076.png,mask/00000076.png,binary_mask/00000076.png
img/00000077.png,mask/00000077.png,binary_mask/00000077.png
img/00000078.png,mask/00000078.png,binary_mask/00000078.png
img/00000079.png,mask/00000079.png,binary_mask/00000079.png
img/00000080.png,mask/00000080.png,binary_mask/00000080.png
img/00000081.png,mask/00000081.png,binary_mask/00000081.png
img/00000082.png,mask/00000082.png,binary_mask/00000082.png
img/00000083.png,mask/00000083.png,binary_mask/00000083.png
img/00000084.png,mask/00000084.png,binary_mask/00000084.png
img/00000085.png,mask/00000085.png,binary_mask/00000085.png
img/00000086.png,mask/00000086.png,binary_mask/00000086.png
img/00000087.png,mask/00000087.png,binary_mask/00000087.png
img/00000088.png,mask/00000088.png,binary_mask/00000088.png
img/00000089.png,mask/00000089.png,binary_mask/00000089.png
img/00000090.png,mask/00000090.png,binary_mask/00000090.png
img/00000091.png,mask/00000091.png,binary_mask/00000091.png
img/00000092.png,mask/00000092.png,binary_mask/00000092.png
img/00000093.png,mask/00000093.png,binary_mask/00000093.png
img/00000094.png,mask/00000094.png,binary_mask/00000094.png
